id;colour wine;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
294;white;7,7;0,27;0,34;1,8;0,028;26;168;0,9911;2,99;0,48;12.1;7,123
295;white;7,4;0,28;0,36;1,1;0,028;42;105;0,9893;2,99;0,39;12.4;7,356
296;white;7,6;NA;0,34;3,2;0,028;42;162;NA;3,01;0,33;12.4;6
297;white;8,1;0,31;0,36;8,2;0,028;29;142;0,9925;3,01;0,34;13;7,456
298;white;9;0,27;0,35;4,9;0,028;NA;95;0,9932;3,04;0,4;11.3;6,324
299;white;7,9;0,14;0,74;1,2;0,028;30;165;0,991;3,08;0,82;12.3;6,567
300;white;6,5;0,36;0,38;10,2;0,028;20;NA;0,99274;3,1;0,43;12.1;7,456
301;white;6,9;0,19;0,39;8;0,028;22;84;0,994;3,11;0,66;10.8;6,875
302;white;6,8;0,31;0,3;NA;0,028;33;122;0,99164;3,13;NA;12.6;7,456
303;white;6,8;0,31;0,3;8;0,028;33;122;0,99164;NA;0,63;12.6;7,456
304;white;6,4;0,22;0,32;7,2;0,028;15;83;0,993;3,13;0,55;10.9;8,34
305;white;6,4;0,22;0,32;7,2;0,028;15;83;0,993;3,13;0,55;10.9;8,34
306;white;7,4;0,2;0,37;1,2;0,028;28;89;0,99132;3,14;0,61;11.8;6
307;white;6;0,17;0,29;5;0,028;25;108;0,99076;3,14;0,34;12.3;6
308;white;6,7;0,37;0,25;2,5;0,028;24;84;0,9909;3,14;0,36;11.7;6
309;white;6,7;0,37;0,25;2,5;0,028;24;NA;0,9909;3,14;0,36;11.7;6
310;white;7,3;0,17;0,36;8,2;0,028;NA;111;0,99272;3,14;0,41;12.4;6
311;white;7,3;0,17;0,36;8,2;0,028;44;111;0,99272;3,14;0,41;12.4;6
312;white;7,8;0,3;0,4;1,8;0,028;23;122;0,9914;NA;0,39;10.9;NA
313;white;6,5;0,22;0,29;7,4;0,028;16;87;0,99311;3,15;0,56;10.9;7,456
314;white;6,1;0,17;NA;2,5;0,028;22;98;0,99072;3,16;0,37;11.1;7,456
315;white;6,6;0,26;0,28;9,4;0,028;13;121;0,99254;3,17;0,34;12.1;6
316;white;7,2;0,2;0,28;1,6;0,028;13;168;0,99203;3,17;1,06;11.5;6,875
317;white;6,4;0,27;0,29;10,8;0,028;17;118;0,99356;3,18;0,37;11.2;6
318;white;8,9;0,21;0,37;1,2;0,028;20;93;0,99244;3,2;0,37;11.5;5
319;white;7,5;0,34;0,28;4;0,028;46;100;0,98958;3,2;0,5;13.2;7,456
320;white;6,2;0,21;0,28;5,7;0,028;45;121;NA;3,21;1,08;12.15;7
321;white;6,8;0,2;0,36;1,6;0,028;7;46;0,99175;3,21;0,6;10.9;6,324
322;white;7,1;0,85;0,49;8,7;0,028;40;184;0,9962;3,22;0,36;10.7;5,786
323;white;7,3;0,43;0,37;4,6;0,028;17;114;0,991;3,23;0,43;13.2;6,324
324;white;5,2;0,28;0,29;1,1;0,028;18;69;0,99168;3,24;0,54;10;6
325;white;7,3;0,26;0,49;5;0,028;32;107;0,9936;3,24;0,54;10.8;6,567
326;white;NA;0,26;0,49;5;0,028;32;107;0,9936;3,24;0,54;10.8;6,567
327;white;6,1;0,2;0,4;1,9;0,028;32;138;0,9914;3,26;0,72;11.7;5
328;white;6,5;0,22;0,32;2,2;0,028;36;92;0,99076;3,27;0,59;11.9;7,456
329;white;6,5;0,22;0,32;2,2;0,028;36;92;0,99076;3,27;0,59;11.9;7,456
330;white;6;0,28;0,52;6,2;0,028;37;104;0,99161;3,28;0,51;11.8;7,456
331;white;6;0,28;0,52;6,2;0,028;37;104;0,99161;3,28;0,51;11.8;7,456
332;white;6,7;0,22;0,37;1,6;0,028;24;102;0,9913;3,29;0,59;11.6;7,356
333;white;5,3;0,21;0,29;0,7;0,028;11;66;0,99215;3,3;0,4;9.8;5
334;white;7;0,17;0,37;1,5;0,028;26;75;0,9922;3,3;0,46;10.8;7
335;white;5,2;0,155;0,33;1,6;0,028;13;59;0,98975;3,3;0,84;11.9;8,34
336;white;5,2;0,155;0,33;1,6;0,028;13;59;0,98975;3,3;0,84;11.9;8,34
337;white;6,6;0,24;0,28;1,8;0,028;39;132;0,99182;3,34;0,46;11.4;5
338;NA;6,6;0,24;0,28;NA;0,028;39;132;0,99182;3,34;0,46;11.4;5
339;white;5,6;0,13;0,27;4,8;0,028;22;104;0,9948;3,34;0,45;9.2;6,875
340;white;4,8;0,33;0;6,5;0,028;34;163;0,9937;3,35;0,61;9.9;5,786
341;white;7;0,23;0,36;7,1;0,028;31;104;0,9922;3,35;0,47;12.1;8,345
342;white;NA;0,34;NA;6,5;0,028;33;163;0,9939;3,36;0,61;9.9;6,324
343;white;6,2;0,2;0,33;5,4;0,028;21;75;0,99012;3,36;0,41;13.5;7,456
344;white;5,3;0,36;0,27;6,3;0,028;40;132;0,99186;3,37;0,4;11.6;6
345;white;5,3;0,36;0,27;6,3;0,028;40;132;0,99186;3,37;0,4;11.6;6
346;white;5,2;0,37;0,33;1,2;0,028;13;81;0,9902;3,37;NA;11.7;6,324
347;white;7;0,35;0,3;6,5;NA;27;87;0,9936;3,4;0,42;11.4;7
348;white;7;NA;0,3;6,5;0,028;27;87;0,9936;3,4;0,42;11.4;7
349;white;6;0,26;0,32;3,5;0,028;29;113;0,9912;3,4;0,71;12.3;7,356
350;white;6,2;0,27;0,18;1,5;0,028;20;111;0,99228;3,41;0,5;10;5
351;white;6,2;0,18;0,38;1,5;0,028;36;117;0,993;3,47;0,54;9.7;6,324
352;white;7,2;0,2;0,36;2,5;0,028;22;157;0,9938;3,48;0,49;10.6;6
353;white;5,4;0,5;0,13;5;0,028;12;107;0,99079;3,48;0,88;13.5;7,456
354;white;5,6;0,18;0,3;10,2;0,028;28;131;0,9954;NA;0,42;10.8;7,456
355;white;5,3;0,16;0,39;1;0,028;40;101;0,99156;3,57;0,59;10.6;6
356;white;5,1;0,11;0,32;1,6;0,028;12;90;0,99008;3,57;0,52;12.2;6
357;NA;5,3;0,16;0,39;1;0,028;40;101;0,99156;3,57;0,59;10.6;6
358;white;7,6;0,38;0,28;NA;0,029;7;112;0,9906;3;0,41;12.6;6
359;white;7,6;NA;0,28;NA;0,029;7;112;0,9906;3;0,41;12.6;6
360;white;6,8;0,32;0,32;8,7;0,029;31;105;0,99146;3;0,34;12.3;7,456
361;white;9,4;0,3;0,32;10,7;0,029;14;111;0,9958;2,85;NA;10.6;5,786
362;white;6,6;0,21;0,29;5,35;0,029;43;106;0,99112;2,93;0,43;11.5;7,456
363;white;6,6;0,21;0,29;5,35;0,029;43;106;0,99112;2,93;0,43;11.5;7,456
364;white;8,3;0,26;0,31;2;0,029;14;141;0,99077;2,95;0,77;12.2;6,875
365;white;8,4;0,32;0,35;11,7;0,029;3;46;0,99439;3,02;0,34;11.8;6
366;white;8;0,17;0,29;2,4;0,029;52;119;0,98944;3,03;NA;12.9;6
367;white;8;0,17;0,29;2,4;0,029;52;119;0,98944;3,03;0,33;12.9;6
368;white;7,5;0,18;0,31;6,5;0,029;53;160;0,99276;3,03;0,38;10.9;6
369;white;7,5;0,18;0,31;6,5;0,029;NA;160;0,99276;3,03;0,38;10.9;6
370;white;7;0,24;0,51;11;0,029;55;NA;0,9965;3,03;0,61;9.5;5,67
371;white;7,6;0,54;0,23;2;0,029;13;151;0,9931;3,04;0,33;10.4;5,786
372;NA;7,3;0,29;NA;4,6;0,029;27;155;0,9931;NA;0,26;10.6;6,875
373;white;9;0,26;0,34;6,7;0,029;21;162;0,99497;3,08;0,5;10.6;6
374;white;9;NA;0,34;6,7;0,029;21;162;0,99497;3,08;0,5;10.6;6
375;white;6,9;0,22;0,31;6,3;0,029;41;131;0,99326;3,08;0,49;10.8;6
376;white;6,9;0,22;0,31;6,3;0,029;41;131;0,99326;3,08;0,49;10.8;6
377;white;7;0,53;0,43;6,1;0,029;6;76;0,99118;3,08;0,5;12.5;8,34
378;white;7;0,16;0,36;2,6;0,029;28;98;0,99126;3,11;0,37;11.2;NA
379;white;7,5;0,42;0,45;9,1;0,029;20;125;0,996;3,12;0,36;10.1;6,324
380;white;7,9;0,37;0,3;2,7;0,029;64;158;0,9916;3,12;0,59;12;7,456
381;white;8,9;0,27;0,34;10,7;0,029;19.5;166;0,99669;3,13;0,48;10.6;5
382;white;7,2;0,24;0,36;2;0,029;21;63;0,99076;3,13;0,63;12.5;6
383;white;7,2;0,24;0,36;2;0,029;21;63;0,99076;3,13;0,63;12.5;6
384;white;6;0,26;0,32;3,8;0,029;48;180;0,99011;3,15;0,34;12;6
385;white;7,2;0,32;0,33;1,4;0,029;29;109;0,9902;3,15;0,51;12.8;7,123
386;white;7,1;0,53;0,24;0,8;0,029;29;86;0,993;3,16;0,32;9.1;4,97
387;white;6,5;0,28;0,25;4,8;0,029;54;128;0,99074;3,17;NA;12.2;7,456
388;white;5,7;0,37;0,3;1,1;0,029;24;88;0,98883;3,18;0,39;11.7;6
389;white;6,6;0,36;0,28;6,1;0,029;12;93;0,99054;3,19;0,27;12.8;7,456
390;white;6,6;0,22;0,36;5,5;0,029;30;105;0,99206;3,2;0,47;11.8;6
391;white;5,9;0,25;0,27;1,5;0,029;37;81;0,9892;3,2;0,46;12.2;6
392;white;6,5;0,19;NA;1,6;0,029;39;116;0,98954;3,21;0,68;12.5;6
393;NA;6,2;0,47;0,19;8,3;0,029;24;142;0,992;3,22;0,45;12.3;6
394;white;5,6;0,26;0,5;11,4;0,029;25;NA;0,99428;3,23;0,49;NA;6
395;white;8,2;0,28;0,39;1,9;0,029;428.443.628.450.972;NA;0,9923;3,23;0,52;11.9;6,134
396;white;8,1;0,28;0,39;1,9;0,029;18;79;0,9923;3,23;0,52;11.8;6,324
397;white;6,9;0,15;0,28;4,4;0,029;14;107;0,99347;3,24;0,46;10.4;8
398;white;6,9;0,15;0,28;4,4;0,029;14;107;0,99347;3,24;0,46;10.4;8
399;white;6,2;0,28;0,33;1,7;0,029;24;111;0,99;3,24;0,5;12.1;6,324
400;white;5,8;0,29;0,33;3,7;0,029;30;88;0,98994;3,25;NA;12.3;6
401;white;6,2;0,32;0,45;2,9;0,029;37;94;0,98998;3,25;0,6;12.4;NA
402;white;5,2;0,16;0,34;0,8;0,029;26;77;0,99155;3,25;0,51;10.1;6,875
403;white;6,2;0,16;0,47;1,4;0,029;23;81;0,99;3,26;0,42;12.2;6,324
404;white;6,6;0,5;0,26;11,3;0,029;32;110;NA;3,27;0,78;12.9;8
405;white;5,4;0,29;0,38;1,2;0,029;31;132;0,98895;3,28;0,36;12.4;6
406;white;5,4;0,29;0,38;1,2;0,029;31;132;0,98895;3,28;0,36;12.4;6
407;white;6,8;0,34;0,36;8,9;0,029;44;128;0,99318;3,28;0,35;NA;7
408;white;6,1;0,34;0,46;4,7;0,029;21;94;0,991;3,29;0,62;12.3;6,567
409;white;6,1;0,34;0,46;4,7;0,029;21;94;0,991;3,29;0,62;12.3;6,567
410;white;5,4;0,22;0,35;6,5;0,029;NA;87;0,99092;3,29;0,44;12.5;7,456
411;white;5,8;0,29;0,15;1,1;0,029;12;83;0,9898;3,3;NA;11.4;6
412;white;5,3;0,3;0,16;4,2;0,029;37;100;0,9905;3,3;0,36;11.8;8,34
413;white;5,4;0,3;0,3;1,2;0,029;25;93;0,98742;3,31;0,4;13.6;7,456
414;white;5,3;0,3;0,3;1,2;0,029;25;93;0,98742;3,31;0,4;13.6;7,456
415;white;6,2;0,66;0,48;1,2;0,029;410.236.753.856.472;148.461.871.227.364;0,9892;3,33;0,39;12.9;6,134
416;white;6,2;0,66;0,48;1,3;0,029;414.403.755.868.545;149.067.605.633.803;0,9892;3,33;0,39;12.9;6,134
417;white;6,8;0,32;0,3;3,3;0,029;15;80;0,99061;3,33;0,63;12.6;NA
418;white;6,5;0,16;0,34;1,4;0,029;29;133;0,99108;3,33;0,64;11.5;7,456
419;white;6,2;0,66;NA;1,2;0,029;29;75;0,9892;3,33;0,39;12.8;8,824
420;white;6,2;0,66;0,48;1,2;0,029;29;75;0,9892;3,33;0,39;12.8;8,824
421;NA;6,2;0,66;0,48;1,2;NA;410.236.753.856.472;148.461.871.227.364;0,9892;3,33;0,39;12.9;6,25
422;white;6,2;0,66;0,48;1,3;0,029;414.403.755.868.545;149.067.605.633.803;0,9892;3,33;0,39;12.9;6,25
423;white;5,5;0,14;0,27;4,6;0,029;22;104;0,9949;3,34;NA;9;5,786
424;white;5,5;0,14;0,27;4,6;0,029;22;104;0,9949;3,34;0,44;9;NA
425;white;7,7;0,15;0,29;NA;NA;10;64;0,9932;3,35;0,39;10.1;5,786
426;white;5,5;0,3;0,25;1,9;0,029;33;118;0,98972;3,36;0,66;12.5;6
427;white;6,7;NA;0,3;13,9;0,029;34;131;0,9953;NA;0,5;12;7
428;white;6,9;NA;0,3;4,7;0,029;34;148;0,99165;3,36;0,49;12.3;7,456
429;white;6,5;0,18;0,33;1,4;0,029;35;138;0,99114;3,36;0,6;11.5;7,456
430;white;6,5;0,18;0,33;1,4;0,029;35;138;0,99114;3,36;0,6;11.5;7,456
431;white;7,8;0,17;0,23;1,7;0,029;39;128;0,99272;3,37;0,41;10.7;7,456
432;white;6,4;0,22;0,32;7,9;0,029;34;124;0,9948;3,4;0,39;10.2;5,786
433;white;6,2;0,22;0,49;6;0,029;31;128;0,9928;3,41;0,36;11.3;8
434;white;5,9;0,37;0,32;1,6;0,029;41;102;0,98916;3,41;0,55;12.7;7,456
435;white;5,7;0,32;0,18;1,4;0,029;26;104;0,9906;3,44;0,37;11;6,875
436;white;6;0,35;0,51;NA;0,029;10;102;0,9903;3,46;0,42;11.9;6
437;white;5,3;0,43;0,11;1,1;0,029;6;51;NA;3,51;0,48;11.2;4
438;white;5,8;0,24;0,44;3,5;0,029;5;109;0,9913;3,53;0,43;11.7;3,58
439;white;4,2;0,17;0,36;1,8;0,029;93;161;0,98999;3,65;0,89;12;7,456
440;white;8,2;0,42;0,29;4,1;0,03;31;100;0,9911;3;0,32;NA;7
441;white;8,2;0,42;0,29;4,1;0,03;31;100;0,9911;3;0,32;12.8;NA
442;white;6,9;0,39;0,22;4,3;0,03;10;102;0,993;3;0,87;11.6;4,65
443;white;6,9;0,23;0,35;6,9;0,03;45;116;NA;2,8;0,54;11;6
444;NA;7;0,2;0,33;NA;NA;NA;76;0,99202;2,88;0,54;10.5;6
445;white;8;0,28;0,3;8,4;0,03;35;115;0,99192;2,93;0,42;12.3;6
446;white;7,7;0,38;0,23;10,8;0,03;28;95;0,99164;2,93;0,41;13.6;6
447;white;7,4;0,18;0,34;2,7;0,03;30;107;0,992;2,97;0,53;11;6,875
448;white;6,4;0,45;0,07;1,1;0,03;10;131;0,9905;2,97;NA;10.8;5,67
449;white;6,4;0,475;0,06;1;0,03;9;131;0,9904;2,97;0,29;10.8;5,67
450;white;6,4;0,45;0,07;1,1;0,03;10;131;0,9905;2,97;0,28;10.8;5,67
451;white;6,4;0,475;0,06;1;0,03;9;131;0,9904;2,97;0,29;10.8;5,67
452;white;8,3;0,24;0,27;2,1;0,03;22;162;0,9914;2,99;0,68;11.9;NA
453;white;7,4;0,19;0,49;9,3;0,03;26;NA;0,994;2,99;0,32;11;7,123
454;white;7,4;0,19;0,49;9,3;0,03;26;132;0,994;2,99;0,32;NA;7,123
455;white;8,6;0,36;0,26;11,1;0,03;43.5;171;0,9948;3,03;0,49;12;5
456;white;6,1;0,28;0,26;1,5;0,03;25;101;0,98894;3,03;0,41;12.1;6
457;white;7,5;0,23;0,3;1,2;0,03;27;NA;0,99192;3,05;0,68;10.5;5
458;white;6,9;0,32;NA;NA;0,03;11;103;0,99106;3,06;0,42;11.1;6
459;white;6,9;0,32;0,26;2,3;0,03;11;103;0,99106;3,06;0,42;11.1;6
460;white;6,3;0,26;0,21;4;NA;24;125;0,9915;3,06;0,34;10.7;6,324
461;white;NA;0,27;0,26;11;0,03;2;82;0,99402;3,07;0,36;11.2;5
462;white;5;0,235;0,27;11,75;0,03;34;118;0,9954;3,07;0,5;9.4;6
463;white;4,9;0,235;0,27;11,75;0,03;34;118;0,9954;3,07;0,5;9.4;6
464;white;6,2;0,2;0,26;9,7;0,03;39;102;0,9908;3,08;0,56;12.9;7,456
465;white;6,8;0,28;0,43;7,6;0,03;30;110;0,99164;3,08;0,59;12.5;8,34
466;white;6,8;0,28;0,43;7,6;NA;30;110;0,99164;3,08;0,59;12.5;8,34
467;white;6,9;0,27;0,25;7,5;0,03;18;117;0,99116;3,09;0,38;13;6
468;white;6,4;0,25;0,28;4,9;0,03;29;98;0,99024;3,09;0,58;12.8;7,456
469;white;7,6;0,32;0,25;9,5;0,03;15;136;0,99367;3,1;0,44;12.1;6
470;white;6,5;0,36;0,49;2,9;0,03;16;94;0,9902;3,1;0,49;12.1;7,123
471;white;8,1;0,24;0,32;10,5;0,03;34;105;0,99407;3,11;0,42;11.8;6
472;white;7,7;0,27;0,35;5,3;0,03;30;117;0,992;3,11;0,42;12.2;6,324
473;white;9;0,29;0,34;12,1;0,03;34;177;0,99706;3,13;0,47;10.6;5
474;white;6,7;0,48;0,49;2,9;0,03;28;122;0,98926;3,13;0,4;13;6
475;white;6,7;0,48;0,49;2,9;0,03;28;122;0,98926;3,13;0,4;13;6
476;white;7,4;0,49;0,24;15,1;0,03;34;153;0,9953;3,13;0,51;12;7
477;white;7,1;0,25;0,49;3;0,03;30;96;0,9903;3,13;0,39;12.3;7,123
478;white;7,6;0,29;0,49;9,6;0,03;45;197;0,9938;3,13;0,38;12.3;7,123
479;white;7,4;0,49;0,24;15,1;0,03;NA;153;0,9953;3,13;0,51;NA;7,456
480;NA;8,2;NA;0,45;5,4;0,03;15;NA;0,9954;3,14;0,34;9.6;5,786
481;white;8,2;0,61;0,45;5,4;0,03;15;118;0,9954;3,14;0,34;9.6;5,786
482;white;6;0,16;0,27;12;0,03;39;98;0,99402;3,15;0,34;10.8;5
483;white;6,7;0,24;0,26;5,4;0,03;15;94;0,99045;3,15;NA;12.7;6
484;white;6,7;0,64;0,3;1,2;0,03;18;76;0,9892;3,16;0,6;12.9;4
485;white;8,1;0,26;0,27;4,3;0,03;43;123;0,99212;3,16;0,33;11.2;6
486;white;6,8;0,21;0,27;2,1;0,03;26;139;0,99;3,16;0,61;12.6;7
487;white;7;0,22;0,31;2,7;0,03;41;136;0,9898;3,16;0,37;12.7;7,356
488;white;7,1;0,28;0,28;8,5;0,03;25;191;0,99338;3,16;0,46;12.2;7,456
489;white;6,1;0,28;0,27;4,7;0,03;56;140;0,99042;3,16;0,42;12.5;8,34
490;white;6,1;0,28;0,27;4,7;0,03;56;140;0,99042;3,16;0,42;12.5;8,34
491;white;7,4;0,3;0,32;1,7;0,03;23;128;0,9929;3,17;0,66;10.9;5
492;white;7,9;0,41;0,37;4,5;0,03;40;114;0,992;3,17;0,54;12.4;7
493;white;6,2;0,25;0,31;3,2;0,03;32;150;0,99014;3,18;0,31;12;6
494;white;6,1;0,15;0,4;1,2;0,03;19;84;0,98926;3,19;0,96;13;6
495;white;6,2;0,28;0,27;10,3;0,03;26;108;0,99388;3,2;0,36;10.7;6
496;white;6,2;0,28;0,27;10,3;0,03;26;108;0,99388;3,2;0,36;10.7;6
497;white;6,3;0,32;0,32;1,5;0,03;24;101;0,98923;3,21;0,42;13;5
498;white;6,9;0,23;0,41;8;0,03;30;114;0,99368;3,22;0,54;11;6
499;white;6,6;0,17;0,35;2,6;0,03;33;78;0,99146;3,22;0,72;11.3;6
500;white;6,6;0,17;0,35;2,6;0,03;33;78;0,99146;3,22;0,72;11.3;6
501;white;5,9;0,44;0,36;2,5;0,03;12;73;0,99201;3,22;0,48;10.8;6
502;white;7,1;0,33;0,25;1,6;0,03;25;126;0,9901;3,22;NA;12.1;7,456
503;white;7,6;0,4;0,27;5,2;0,03;32;101;0,99172;3,22;0,62;12.3;7,456
504;white;8,1;0,27;0,35;1,7;0,03;38;103;0,99255;3,22;0,63;10.4;8,345
505;white;6,5;0,26;0,31;3,6;0,03;NA;92;0,99026;3,22;0,62;12.6;8,34
506;white;8;0,23;0,46;1,5;0,03;30;125;0,9907;3,23;0,47;12.5;6,324
507;white;6,8;0,37;0,28;4;0,03;29;79;0,99;3,23;0,46;12.4;7,456
508;white;5,5;0,16;0,22;4,5;0,03;30;102;0,9938;3,24;0,36;9.4;6,324
509;white;7,7;0,49;1;19,6;NA;28;135;0,9973;3,24;0,4;12;6,567
510;white;5,4;0,23;0,36;1,5;0,03;74;121;0,98976;3,24;0,99;12.1;7,456
511;white;5,6;NA;0,26;1,4;0,03;12;76;NA;3,25;0,37;10.9;7
512;white;7,2;0,4;0,38;2,2;0,03;40;109;0,99075;3,27;0,46;12.6;6
513;white;7;0,2;0,37;2;0,03;26;136;0,9932;3,28;0,61;10.2;6,324
514;white;6,7;0,44;0,31;1,9;0,03;41;104;0,99;3,29;0,62;12.6;7,456
515;white;5,2;0,17;0,27;0,7;0,03;11;68;0,99218;3,3;0,41;9.8;5
516;white;6,2;0,25;0,25;1,4;0,03;35;105;0,9912;3,3;0,44;11.1;7
517;white;6,2;0,25;0,25;1,4;0,03;35;105;0,9912;3,3;0,44;11.1;7
518;white;NA;0,25;0,25;1,5;0,03;43.934.794.121.647;177.604.830.361.357;0,9912;3,3;0,44;11.2;6,134
519;white;6,2;0,25;0,25;1,5;0,03;440.511.067.911.457;178.511.658.306.734;0,9912;NA;0,44;11.2;6,134
520;white;5,4;0,33;0,31;4;0,03;27;108;0,99031;3,3;0,43;12.2;7,456
521;white;6;0,2;0,24;1,8;0,03;30;105;0,9909;3,31;0,47;11.5;6,324
522;white;5,7;0,31;0,28;NA;0,03;22;86;0,99062;3,31;0,38;11.7;7,456
523;white;6,2;0,21;0,34;6,6;0,03;36;91;0,9914;3,32;0,45;12.5;7,456
524;white;NA;0,21;0,32;1,6;NA;33;122;0,99044;3,33;0,52;11.9;6
525;NA;5,6;0,18;0,27;1,7;0,03;31;103;0,98892;3,35;0,37;12.9;6
526;white;5;0,3;0,33;3,7;0,03;NA;173;0,9887;3,36;0,3;13;7,456
527;white;6,4;0,32;0,35;4,8;0,03;34;101;0,9912;3,36;0,6;12.5;8,345
528;white;5,7;0,24;0,3;1,3;0,03;25;98;0,98968;3,37;0,43;12.4;7,456
529;white;4,8;0,17;0,28;2,9;0,03;22;111;0,9902;3,38;NA;11.3;7,456
530;white;5,9;0,34;0,31;2;0,03;38;142;0,98892;3,4;0,41;12.9;7,456
531;white;5,9;NA;0,31;2;0,03;38;142;0,98892;3,4;0,41;12.9;7,456
532;white;5,6;0,26;0,27;10,6;0,03;27;119;0,9947;NA;0,34;10.7;7,456
533;white;5;0,33;0,23;11,8;0,03;23;158;0,99322;3,41;0,64;11.8;6
534;white;5,9;0,34;0,22;2,4;0,03;19;135;0,9894;3,41;0,78;13.9;7,234
535;white;5,9;0,3;0,3;2;0,03;38;142;0,98892;3,41;0,41;12.9;7,456
536;white;5,9;0,17;0,29;3,1;0,03;32;123;0,98913;3,41;0,33;13.7;7,456
537;white;4,4;0,32;0,39;4,3;0,03;31;127;NA;3,46;0,36;12.8;8
538;white;7;0,24;0,24;9;0,03;42;219;0,99636;3,47;0,46;10.2;6
539;white;6;0,24;0,32;6,3;0,03;34;129;0,9946;NA;0,41;10.4;5,786
540;white;5,9;0,3;0,47;7,85;0,03;19;133;0,9933;3,52;0,43;11.5;7,356
541;white;6,3;0,41;0,3;3,2;0,03;49;164;0,9927;3,53;0,79;11.7;7,456
542;white;6,3;0,41;0,3;3,2;0,03;49;164;0,9927;3,53;0,79;11.7;7,456
543;white;5,9;0,12;0,27;4,8;0,03;40;110;0,99226;3,55;0,68;12.1;6
544;white;NA;0,185;0,22;1;0,03;47;123;0,99218;3,55;0,44;10.15;6
545;white;5,6;0,185;0,49;1,1;0,03;28;117;0,9918;3,55;0,45;10.3;6,567
546;white;5,6;0,19;0,47;4,5;0,03;19;112;0,9922;3,56;0,45;11.2;6,324
547;white;3,9;0,225;0,4;4,2;0,03;29;118;0,989;3,57;0,36;12.8;8
548;white;6,1;0,16;0,29;6;0,03;29;144;0,99474;3,68;0,46;10.7;6,875
549;white;7,5;0,23;0,29;2,6;0,031;24;98;0,99194;3;0,54;10.9;6,875
550;white;6,9;0,41;0,22;4,2;0,031;10;102;0,993;3;0,86;11.6;4,81
551;white;8,6;0,22;0,33;1,2;0,031;38;95;0,99239;2,83;0,31;10.3;5
552;white;7,3;0,23;0,24;0,9;0,031;29;86;0,98926;2,9;NA;12.2;6
553;white;9,2;0,23;0,3;1,1;0,031;40;99;0,9929;2,94;0,3;10.4;6,567
554;white;5,8;0,315;0,19;19,4;0,031;28;106;0,99704;2,97;0,4;10.55;6
555;white;7,2;0,33;0,22;4,5;0,031;10;73;0,99076;2,97;0,52;12.2;7,456
556;white;7,5;0,34;0,24;3,85;NA;5;34;0,99098;3,01;0,36;11.8;4
557;white;6,4;0,12;0,3;1,1;0,031;37;94;NA;3,01;0,56;11.7;6
558;white;7,3;0,22;0,49;9,9;0,031;48;161;0,9937;3,01;0,28;11.2;6,567
559;white;8,5;0,25;0,27;4,7;0,031;31;92;0,9922;3,01;0,33;12;6,875
560;white;8,5;0,25;0,27;4,7;0,031;31;92;0,9922;3,01;0,33;12;6,875
561;white;7,2;0,27;0,31;1,2;0,031;27;80;0,98892;3,03;0,33;12.7;6
562;white;6,5;0,28;0,38;7,8;0,031;54;216;0,99154;3,03;0,42;13.1;6
563;white;8,5;0,15;0,49;1,5;0,031;17;122;0,9932;NA;0,4;10.3;6,567
564;white;8,5;0,15;0,49;1,5;0,031;17;122;0,9932;3,03;0,4;10.3;6,567
565;white;NA;0,22;0,4;1,85;0,031;25;111;0,98966;3,03;0,3;11.8;7,456
566;white;6,1;0,22;0,4;1,85;0,031;NA;111;0,98966;3,03;0,3;11.8;7,456
567;white;8,1;0,4;0,32;7,9;0,031;23;118;0,99176;3,05;0,46;13.3;7,456
568;white;7,6;0,1;NA;1;0,031;33;93;0,99094;3,06;0,68;11.2;6
569;white;6,8;0,45;0,28;26,05;0,031;27;122;100,295;3,06;0,42;10.6;6
570;white;6,8;0,45;0,28;26,05;0,031;NA;122;100,295;3,06;0,42;10.6;6
571;white;7,5;0,2;0,49;1,3;NA;8;97;0,9918;3,06;0,62;11.1;5,786
572;white;6,2;0,36;0,38;3,2;NA;NA;89;0,98956;3,06;0,33;12;7,456
573;white;7,1;0,29;0,49;1,2;0,031;NA;99;0,9893;NA;0,33;12.2;6,567
574;white;7,5;0,32;0,49;1,7;0,031;44;109;0,9906;3,07;0,46;12.5;6,567
575;white;7,5;0,32;0,49;1,7;0,031;44;109;0,9906;3,07;0,46;12.5;6,567
576;white;7,8;0,32;0,33;10,4;0,031;47;194;0,99692;3,07;0,58;9.6;6,875
577;white;7,8;0,32;0,33;10,4;0,031;47;194;0,99692;3,07;0,58;9.6;6,875
578;white;NA;0,28;0,39;1,4;0,031;47;147;0,98836;NA;0,64;12.9;7,456
579;white;6,8;0,19;0,33;1,3;0,031;22;87;0,98987;3,08;0,62;NA;7,456
580;white;8,2;0,28;0,42;1,8;0,031;30;93;0,9917;NA;0,39;11.4;5,67
581;white;NA;0,28;0,42;1,8;0,031;30;93;NA;3,09;0,39;11.4;5,67
582;white;6,9;0,37;0,28;13,8;0,031;34;137;0,9948;3,1;0,37;11.6;6,567
583;white;6,5;0,36;0,32;1,1;0,031;13;NA;0,9916;NA;0,46;10.6;5,67
584;white;8,6;0,23;0,25;11,3;0,031;13;96;0,99645;3,11;0,4;10.8;5
585;white;6,9;NA;0,27;4,2;0,031;20;80;0,99089;3,12;0,39;11.5;6
586;white;6,9;0,26;0,27;4,2;0,031;20;80;0,99089;3,12;0,39;11.5;6
