"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
40;"management";"divorced";"tertiary";"no";205;"no";"no";"cellular";25;"jul";357;1;-1;0;"unknown";"0"
26;"housemaid";"single";"secondary";"no";93;"no";"no";"cellular";11;"jul";255;3;-1;0;"unknown";"0"
42;"services";"married";"secondary";"no";1545;"yes";"no";"cellular";17;"apr";426;3;323;3;"failure";"0"
47;"management";"married";"tertiary";"no";1147;"no";"no";"cellular";27;"feb";204;1;-1;0;"unknown";"0"
35;"blue-collar";"married";"secondary";"no";765;"yes";"no";"unknown";29;"may";418;8;-1;0;"unknown";"0"
24;"student";"single";"secondary";"no";822;"no";"no";"cellular";27;"oct";184;1;91;2;"failure";"1"
42;"management";"divorced";"tertiary";"no";461;"yes";"no";"unknown";3;"jun";72;1;-1;0;"unknown";"0"
53;"services";"married";"secondary";"no";76;"yes";"no";"unknown";19;"jun";237;2;-1;0;"unknown";"0"
44;"technician";"divorced";"secondary";"no";316;"yes";"no";"cellular";21;"jul";163;3;-1;0;"unknown";"0"
44;"self-employed";"single";"tertiary";"no";97;"yes";"no";"unknown";6;"jun";153;4;-1;0;"unknown";"0"
43;"blue-collar";"married";"primary";"no";-41;"no";"no";"unknown";20;"jun";8;3;-1;0;"unknown";"0"
28;"blue-collar";"single";"primary";"no";2340;"yes";"no";"unknown";19;"jun";399;1;-1;0;"unknown";"0"
53;"services";"married";"primary";"no";2618;"yes";"no";"cellular";5;"may";185;2;165;2;"failure";"0"
23;"student";"single";"secondary";"no";1062;"no";"no";"telephone";27;"sep";379;3;-1;0;"unknown";"0"
32;"services";"married";"secondary";"no";206;"yes";"yes";"unknown";12;"may";370;1;-1;0;"unknown";"0"
27;"blue-collar";"married";"secondary";"no";191;"yes";"no";"cellular";20;"apr";401;2;-1;0;"unknown";"0"
55;"technician";"single";"secondary";"no";11;"no";"no";"unknown";20;"jun";14;2;-1;0;"unknown";"0"
48;"admin.";"married";"unknown";"no";0;"yes";"no";"cellular";8;"may";85;1;168;2;"failure";"0"
32;"blue-collar";"married";"primary";"no";827;"yes";"no";"unknown";23;"may";230;2;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";351;"yes";"no";"unknown";19;"jun";66;1;-1;0;"unknown";"0"
38;"technician";"married";"secondary";"no";54;"yes";"yes";"cellular";5;"may";236;1;287;2;"failure";"0"
53;"blue-collar";"divorced";"primary";"no";-1;"yes";"no";"cellular";2;"feb";138;3;5;1;"other";"0"
26;"technician";"single";"secondary";"no";941;"no";"yes";"cellular";25;"jul";784;1;-1;0;"unknown";"1"
34;"entrepreneur";"married";"secondary";"no";223;"no";"yes";"cellular";11;"aug";103;6;-1;0;"unknown";"0"
31;"management";"single";"tertiary";"no";53;"yes";"no";"cellular";7;"aug";165;3;-1;0;"unknown";"0"
45;"entrepreneur";"divorced";"tertiary";"no";0;"yes";"no";"cellular";13;"may";325;2;-1;0;"unknown";"0"
56;"management";"divorced";"tertiary";"no";310;"no";"no";"unknown";20;"jun";75;4;-1;0;"unknown";"0"
38;"blue-collar";"married";"primary";"no";635;"yes";"no";"unknown";3;"jun";157;2;-1;0;"unknown";"0"
39;"management";"single";"tertiary";"no";668;"no";"no";"cellular";14;"aug";297;2;-1;0;"unknown";"0"
26;"services";"single";"secondary";"no";1700;"yes";"no";"cellular";7;"may";13;5;-1;0;"unknown";"0"
35;"student";"divorced";"primary";"no";2755;"yes";"no";"cellular";14;"may";177;2;345;3;"other";"0"
30;"management";"single";"tertiary";"no";0;"no";"no";"cellular";28;"aug";62;7;-1;0;"unknown";"0"
41;"services";"divorced";"secondary";"no";83;"no";"no";"unknown";20;"may";834;6;-1;0;"unknown";"0"
47;"entrepreneur";"married";"secondary";"no";0;"no";"no";"unknown";5;"jun";1446;1;-1;0;"unknown";"1"
38;"services";"married";"unknown";"no";10189;"yes";"no";"cellular";18;"jul";482;2;-1;0;"unknown";"0"
61;"management";"married";"tertiary";"no";5157;"no";"no";"cellular";13;"mar";432;1;-1;0;"unknown";"0"
35;"blue-collar";"married";"primary";"no";4366;"yes";"no";"unknown";28;"may";173;3;-1;0;"unknown";"0"
30;"blue-collar";"married";"secondary";"yes";-18;"no";"no";"unknown";3;"jun";157;2;-1;0;"unknown";"0"
35;"technician";"married";"secondary";"no";561;"yes";"no";"cellular";22;"jul";95;1;-1;0;"unknown";"0"
35;"technician";"married";"secondary";"no";-255;"yes";"no";"cellular";13;"may";196;3;265;2;"failure";"0"
32;"blue-collar";"married";"primary";"no";391;"yes";"no";"cellular";17;"apr";728;1;-1;0;"unknown";"0"
40;"services";"married";"secondary";"no";9374;"yes";"no";"cellular";21;"nov";7;8;185;1;"failure";"0"
30;"services";"single";"secondary";"no";695;"yes";"no";"unknown";20;"may";203;1;-1;0;"unknown";"0"
21;"student";"single";"secondary";"no";71;"no";"no";"cellular";13;"jan";169;2;-1;0;"unknown";"1"
38;"technician";"married";"secondary";"no";0;"no";"no";"cellular";26;"aug";65;4;-1;0;"unknown";"0"
54;"entrepreneur";"divorced";"tertiary";"no";20527;"no";"no";"telephone";20;"nov";66;1;-1;0;"unknown";"0"
35;"blue-collar";"single";"secondary";"no";219;"yes";"yes";"unknown";29;"may";161;1;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";491;"yes";"yes";"cellular";12;"may";63;5;370;1;"other";"0"
37;"technician";"single";"secondary";"no";-272;"no";"yes";"cellular";20;"nov";104;3;139;6;"failure";"0"
42;"entrepreneur";"married";"tertiary";"no";859;"no";"no";"cellular";29;"jul";180;10;-1;0;"unknown";"0"
34;"admin.";"married";"secondary";"no";-33;"yes";"yes";"cellular";10;"jul";961;1;-1;0;"unknown";"1"
38;"housemaid";"married";"secondary";"no";1508;"no";"yes";"cellular";8;"jul";306;2;-1;0;"unknown";"0"
36;"management";"married";"tertiary";"no";918;"no";"no";"cellular";28;"aug";58;8;-1;0;"unknown";"0"
30;"technician";"married";"tertiary";"no";606;"yes";"no";"cellular";30;"apr";551;1;-1;0;"unknown";"0"
44;"technician";"divorced";"secondary";"no";414;"yes";"yes";"unknown";6;"jun";81;2;-1;0;"unknown";"0"
50;"blue-collar";"married";"secondary";"no";325;"yes";"no";"cellular";17;"apr";150;1;-1;0;"unknown";"0"
42;"admin.";"single";"secondary";"no";734;"yes";"no";"cellular";16;"apr";332;2;317;3;"failure";"0"
64;"retired";"married";"primary";"no";43;"no";"no";"cellular";11;"mar";117;1;91;1;"success";"0"
31;"entrepreneur";"married";"tertiary";"no";0;"yes";"no";"unknown";23;"may";275;2;-1;0;"unknown";"0"
35;"entrepreneur";"married";"tertiary";"no";0;"no";"no";"cellular";18;"nov";150;4;-1;0;"unknown";"0"
58;"management";"divorced";"tertiary";"no";4256;"no";"no";"cellular";22;"may";121;1;-1;0;"unknown";"0"
44;"management";"married";"tertiary";"no";474;"yes";"yes";"unknown";14;"may";183;4;-1;0;"unknown";"0"
79;"retired";"divorced";"primary";"no";336;"no";"no";"cellular";6;"oct";386;1;184;1;"other";"0"
37;"admin.";"divorced";"secondary";"no";0;"yes";"yes";"cellular";14;"may";17;7;-1;0;"unknown";"0"
36;"services";"single";"secondary";"no";9713;"yes";"no";"unknown";27;"may";72;3;-1;0;"unknown";"0"
57;"retired";"married";"tertiary";"no";4451;"no";"yes";"cellular";7;"sep";133;3;-1;0;"unknown";"0"
32;"technician";"single";"secondary";"no";-138;"no";"no";"cellular";16;"jul";278;2;-1;0;"unknown";"0"
26;"unemployed";"single";"secondary";"no";771;"no";"no";"cellular";22;"jun";113;1;109;1;"failure";"0"
25;"services";"single";"secondary";"no";333;"no";"yes";"cellular";15;"jul";1056;2;-1;0;"unknown";"1"
39;"admin.";"married";"secondary";"no";563;"yes";"no";"cellular";4;"may";190;3;-1;0;"unknown";"0"
40;"blue-collar";"married";"secondary";"no";4795;"yes";"no";"cellular";17;"apr";57;1;-1;0;"unknown";"0"
50;"blue-collar";"married";"primary";"no";157;"no";"no";"cellular";27;"aug";50;4;-1;0;"unknown";"0"
38;"technician";"single";"tertiary";"no";178;"yes";"no";"cellular";7;"may";184;1;351;1;"failure";"0"
31;"management";"single";"tertiary";"no";0;"no";"no";"cellular";28;"aug";35;31;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";0;"yes";"no";"cellular";21;"jul";81;4;-1;0;"unknown";"0"
57;"management";"divorced";"tertiary";"no";236;"no";"no";"cellular";18;"nov";120;2;-1;0;"unknown";"0"
30;"management";"single";"tertiary";"no";536;"no";"no";"cellular";2;"jul";309;1;-1;0;"unknown";"1"
36;"admin.";"married";"secondary";"no";3308;"no";"yes";"cellular";31;"jul";119;2;-1;0;"unknown";"0"
32;"blue-collar";"single";"secondary";"no";1211;"yes";"no";"unknown";19;"may";206;4;-1;0;"unknown";"0"
41;"admin.";"married";"secondary";"no";1705;"no";"no";"cellular";30;"jul";92;3;-1;0;"unknown";"0"
59;"housemaid";"married";"primary";"no";5;"no";"yes";"telephone";22;"jul";204;2;-1;0;"unknown";"0"
58;"unemployed";"married";"primary";"no";4967;"no";"no";"telephone";4;"feb";176;3;-1;0;"unknown";"0"
26;"admin.";"married";"secondary";"no";284;"no";"no";"unknown";10;"aug";11;1;-1;0;"unknown";"0"
50;"blue-collar";"divorced";"primary";"no";-19;"yes";"no";"cellular";21;"jul";407;11;-1;0;"unknown";"0"
38;"blue-collar";"married";"primary";"no";168;"yes";"yes";"telephone";13;"may";212;3;-1;0;"unknown";"0"
36;"admin.";"single";"secondary";"no";148;"yes";"no";"cellular";15;"may";1357;4;374;2;"failure";"1"
28;"technician";"single";"tertiary";"no";386;"no";"no";"cellular";25;"may";867;1;-1;0;"unknown";"1"
52;"entrepreneur";"married";"secondary";"no";3332;"yes";"yes";"cellular";13;"may";182;4;-1;0;"unknown";"0"
35;"housemaid";"married";"primary";"no";0;"no";"no";"cellular";18;"aug";65;3;-1;0;"unknown";"0"
35;"blue-collar";"married";"primary";"no";0;"yes";"no";"cellular";8;"may";265;1;290;2;"failure";"0"
39;"technician";"married";"secondary";"no";2765;"yes";"yes";"unknown";20;"jun";116;3;-1;0;"unknown";"0"
53;"technician";"married";"secondary";"no";3398;"no";"yes";"telephone";20;"nov";88;6;113;13;"other";"0"
52;"entrepreneur";"married";"secondary";"no";330;"no";"yes";"cellular";4;"feb";228;1;-1;0;"unknown";"0"
41;"blue-collar";"married";"secondary";"no";2152;"yes";"no";"cellular";17;"nov";369;1;-1;0;"unknown";"0"
50;"technician";"married";"secondary";"no";8001;"no";"no";"unknown";6;"jun";52;1;-1;0;"unknown";"0"
57;"self-employed";"married";"secondary";"no";2109;"no";"no";"cellular";21;"aug";107;6;-1;0;"unknown";"0"
56;"management";"married";"tertiary";"no";79;"no";"no";"cellular";7;"aug";82;2;-1;0;"unknown";"0"
34;"management";"single";"tertiary";"no";-578;"yes";"no";"cellular";18;"may";767;2;-1;0;"unknown";"1"
41;"blue-collar";"married";"secondary";"no";449;"yes";"yes";"cellular";12;"may";313;2;-1;0;"unknown";"0"
54;"management";"divorced";"tertiary";"no";5253;"yes";"yes";"cellular";7;"jul";17;19;-1;0;"unknown";"0"
66;"housemaid";"divorced";"primary";"no";3701;"no";"no";"telephone";3;"mar";834;1;-1;0;"unknown";"1"
28;"management";"married";"tertiary";"no";395;"no";"no";"unknown";21;"may";178;1;-1;0;"unknown";"0"
22;"student";"single";"secondary";"no";722;"yes";"no";"cellular";2;"apr";108;1;-1;0;"unknown";"0"
50;"technician";"married";"secondary";"no";4;"no";"no";"cellular";10;"jul";200;5;-1;0;"unknown";"0"
35;"management";"single";"tertiary";"no";0;"yes";"no";"unknown";30;"may";147;1;-1;0;"unknown";"0"
37;"entrepreneur";"married";"tertiary";"no";7944;"no";"no";"cellular";21;"nov";102;1;-1;0;"unknown";"0"
30;"management";"single";"tertiary";"no";59;"yes";"yes";"unknown";8;"may";202;1;-1;0;"unknown";"0"
38;"admin.";"single";"secondary";"no";221;"yes";"no";"cellular";4;"feb";93;2;274;2;"failure";"0"
36;"blue-collar";"married";"secondary";"no";330;"yes";"no";"cellular";13;"may";777;2;-1;0;"unknown";"0"
43;"management";"single";"tertiary";"no";3872;"yes";"no";"cellular";9;"jul";225;2;-1;0;"unknown";"0"
42;"blue-collar";"married";"secondary";"no";3052;"yes";"no";"unknown";27;"may";32;1;-1;0;"unknown";"0"
28;"blue-collar";"single";"secondary";"no";362;"yes";"no";"unknown";19;"may";263;1;-1;0;"unknown";"0"
37;"management";"married";"tertiary";"no";5355;"no";"no";"telephone";17;"feb";466;4;-1;0;"unknown";"1"
39;"management";"married";"tertiary";"no";285;"yes";"no";"cellular";15;"jul";838;3;-1;0;"unknown";"1"
34;"services";"single";"primary";"no";3648;"yes";"no";"cellular";5;"feb";288;1;-1;0;"unknown";"0"
55;"unemployed";"married";"tertiary";"no";4809;"yes";"no";"cellular";21;"nov";223;2;186;3;"other";"0"
37;"entrepreneur";"married";"tertiary";"no";298;"no";"no";"cellular";27;"aug";183;5;-1;0;"unknown";"0"
29;"technician";"single";"tertiary";"no";1185;"yes";"no";"unknown";26;"may";536;1;-1;0;"unknown";"0"
34;"technician";"married";"secondary";"no";2;"yes";"no";"cellular";25;"aug";324;4;-1;0;"unknown";"0"
42;"services";"single";"secondary";"no";838;"yes";"no";"cellular";19;"nov";266;2;-1;0;"unknown";"0"
32;"admin.";"married";"secondary";"no";552;"yes";"no";"cellular";6;"may";98;2;-1;0;"unknown";"0"
32;"blue-collar";"married";"secondary";"no";2561;"yes";"no";"unknown";20;"may";135;2;-1;0;"unknown";"0"
34;"blue-collar";"married";"primary";"no";351;"no";"yes";"cellular";14;"jul";326;11;-1;0;"unknown";"0"
39;"blue-collar";"married";"secondary";"no";161;"yes";"no";"cellular";18;"may";98;2;-1;0;"unknown";"0"
35;"blue-collar";"married";"primary";"no";-167;"yes";"no";"cellular";15;"may";195;3;359;1;"failure";"0"
55;"retired";"married";"secondary";"no";3948;"no";"no";"cellular";19;"nov";149;1;170;2;"failure";"0"
31;"admin.";"married";"secondary";"no";-36;"yes";"yes";"unknown";4;"jul";64;1;-1;0;"unknown";"0"
59;"retired";"married";"secondary";"no";374;"no";"no";"cellular";29;"aug";272;2;-1;0;"unknown";"0"
34;"management";"married";"tertiary";"no";362;"yes";"no";"unknown";30;"may";38;3;-1;0;"unknown";"0"
53;"services";"single";"secondary";"no";1162;"yes";"no";"cellular";18;"may";185;1;178;1;"failure";"0"
38;"blue-collar";"married";"secondary";"no";0;"no";"no";"unknown";20;"jun";152;5;-1;0;"unknown";"0"
41;"management";"married";"tertiary";"no";5936;"no";"no";"cellular";29;"aug";709;11;-1;0;"unknown";"0"
46;"blue-collar";"married";"secondary";"no";853;"no";"no";"cellular";11;"jul";1187;3;-1;0;"unknown";"0"
31;"admin.";"married";"secondary";"no";2;"yes";"yes";"cellular";12;"may";703;4;-1;0;"unknown";"1"
27;"services";"single";"secondary";"no";814;"yes";"no";"cellular";7;"may";62;2;-1;0;"unknown";"0"
51;"blue-collar";"married";"primary";"no";0;"no";"no";"unknown";8;"may";384;1;-1;0;"unknown";"0"
40;"technician";"divorced";"secondary";"no";16;"yes";"no";"telephone";12;"may";34;12;347;5;"other";"0"
49;"management";"married";"tertiary";"no";865;"no";"no";"cellular";28;"jan";280;1;-1;0;"unknown";"0"
39;"housemaid";"married";"secondary";"no";1444;"no";"no";"telephone";25;"jul";362;8;-1;0;"unknown";"1"
50;"blue-collar";"married";"secondary";"no";278;"no";"no";"unknown";20;"jun";250;3;-1;0;"unknown";"0"
45;"management";"married";"tertiary";"no";77;"yes";"no";"cellular";17;"nov";59;1;-1;0;"unknown";"0"
46;"blue-collar";"married";"secondary";"no";265;"yes";"no";"unknown";5;"may";541;1;-1;0;"unknown";"0"
39;"blue-collar";"married";"primary";"no";541;"yes";"no";"cellular";2;"feb";361;2;258;1;"other";"0"
61;"self-employed";"divorced";"tertiary";"no";52587;"no";"no";"cellular";15;"feb";394;3;189;1;"success";"1"
37;"technician";"single";"secondary";"no";-59;"yes";"no";"cellular";22;"jul";70;1;-1;0;"unknown";"0"
38;"technician";"married";"unknown";"no";90;"yes";"yes";"unknown";8;"may";20;2;-1;0;"unknown";"0"
32;"management";"married";"tertiary";"no";1660;"yes";"no";"cellular";11;"jul";1389;2;-1;0;"unknown";"0"
51;"admin.";"married";"secondary";"no";924;"yes";"no";"unknown";16;"jun";215;3;-1;0;"unknown";"0"
38;"technician";"single";"secondary";"no";553;"yes";"no";"cellular";15;"may";178;2;270;8;"other";"0"
39;"housemaid";"married";"secondary";"no";0;"yes";"no";"cellular";29;"jul";218;4;-1;0;"unknown";"0"
42;"management";"married";"tertiary";"no";36;"no";"no";"cellular";21;"nov";664;3;-1;0;"unknown";"1"
43;"self-employed";"married";"secondary";"no";5317;"no";"no";"cellular";31;"jul";244;2;-1;0;"unknown";"0"
38;"technician";"single";"secondary";"no";61;"yes";"no";"cellular";13;"may";109;1;359;8;"failure";"0"
49;"management";"divorced";"secondary";"no";1598;"yes";"no";"cellular";12;"may";76;2;348;1;"failure";"0"
58;"retired";"married";"primary";"no";4007;"no";"no";"cellular";30;"nov";598;4;-1;0;"unknown";"0"
39;"blue-collar";"single";"primary";"no";1537;"no";"yes";"unknown";5;"jun";805;2;-1;0;"unknown";"0"
50;"management";"married";"tertiary";"no";782;"no";"no";"cellular";16;"jul";335;1;-1;0;"unknown";"0"
28;"management";"married";"tertiary";"no";12;"yes";"no";"cellular";9;"sep";202;1;-1;0;"unknown";"1"
51;"blue-collar";"married";"secondary";"no";51;"no";"yes";"cellular";20;"aug";214;8;-1;0;"unknown";"0"
47;"technician";"married";"secondary";"no";72;"no";"no";"unknown";29;"may";278;1;-1;0;"unknown";"0"
30;"admin.";"single";"tertiary";"no";5;"no";"yes";"cellular";11;"jul";58;1;-1;0;"unknown";"0"
55;"technician";"divorced";"secondary";"no";852;"no";"no";"cellular";20;"aug";83;6;-1;0;"unknown";"0"
40;"management";"single";"tertiary";"no";-222;"yes";"no";"cellular";8;"may";291;1;337;1;"failure";"0"
33;"technician";"single";"tertiary";"no";129;"yes";"no";"unknown";8;"may";128;1;-1;0;"unknown";"0"
31;"technician";"single";"unknown";"no";694;"yes";"no";"unknown";6;"jun";431;2;-1;0;"unknown";"0"
33;"technician";"married";"tertiary";"no";145;"yes";"no";"cellular";20;"nov";262;3;-1;0;"unknown";"0"
58;"retired";"married";"unknown";"no";928;"no";"no";"telephone";4;"aug";152;2;-1;0;"unknown";"0"
48;"entrepreneur";"married";"secondary";"no";86;"yes";"no";"unknown";13;"may";98;1;-1;0;"unknown";"0"
28;"admin.";"single";"unknown";"no";731;"yes";"no";"unknown";5;"jun";718;13;-1;0;"unknown";"0"
38;"unemployed";"single";"secondary";"no";7159;"no";"no";"telephone";30;"jul";285;2;-1;0;"unknown";"0"
44;"blue-collar";"married";"secondary";"no";294;"yes";"no";"cellular";2;"feb";246;1;259;2;"failure";"0"
31;"management";"married";"tertiary";"no";1126;"no";"no";"unknown";14;"jun";20;1;-1;0;"unknown";"0"
46;"unknown";"married";"unknown";"no";2911;"no";"no";"telephone";7;"jul";41;9;-1;0;"unknown";"0"
32;"management";"single";"tertiary";"no";1804;"yes";"no";"unknown";20;"jun";73;3;-1;0;"unknown";"0"
36;"management";"single";"unknown";"no";601;"no";"no";"cellular";2;"feb";237;2;-1;0;"unknown";"0"
47;"housemaid";"married";"tertiary";"no";1692;"yes";"no";"cellular";30;"jan";592;1;-1;0;"unknown";"0"
29;"unemployed";"single";"tertiary";"no";1311;"no";"no";"cellular";28;"aug";622;1;-1;0;"unknown";"1"
35;"management";"single";"unknown";"no";342;"no";"yes";"cellular";2;"feb";427;4;-1;0;"unknown";"0"
43;"entrepreneur";"married";"tertiary";"no";210;"no";"no";"cellular";29;"jul";646;2;-1;0;"unknown";"0"
34;"management";"married";"tertiary";"no";1770;"yes";"no";"unknown";6;"nov";26;1;101;11;"other";"0"
30;"technician";"single";"secondary";"no";1416;"no";"no";"telephone";19;"nov";519;2;-1;0;"unknown";"0"
59;"services";"married";"primary";"no";196;"yes";"no";"telephone";20;"apr";205;1;-1;0;"unknown";"0"
50;"management";"divorced";"tertiary";"no";405;"no";"no";"cellular";2;"jul";146;1;91;6;"failure";"0"
35;"blue-collar";"married";"secondary";"no";463;"yes";"no";"unknown";21;"may";104;1;-1;0;"unknown";"0"
37;"admin.";"single";"secondary";"no";192;"yes";"no";"unknown";23;"may";105;2;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";487;"yes";"no";"cellular";19;"aug";110;4;-1;0;"unknown";"0"
54;"admin.";"divorced";"secondary";"no";-288;"yes";"no";"unknown";27;"may";138;2;-1;0;"unknown";"0"
64;"management";"married";"tertiary";"no";3951;"no";"no";"cellular";28;"jan";134;1;91;1;"success";"1"
48;"management";"married";"tertiary";"no";0;"no";"yes";"cellular";6;"feb";1423;3;-1;0;"unknown";"0"
62;"unemployed";"married";"primary";"no";532;"no";"no";"cellular";31;"aug";298;2;300;1;"other";"0"
53;"blue-collar";"married";"primary";"no";1388;"no";"no";"cellular";7;"aug";139;4;-1;0;"unknown";"0"
59;"blue-collar";"married";"secondary";"no";0;"no";"no";"unknown";18;"jun";368;1;-1;0;"unknown";"0"
